recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score,calculated_calories.quantity,calculated_protein,calculated_fat,calculated_saturated_fatty_acids,calculated_carbohydrate,calculated_sugar_total,calculated_dietary_fibre,calculated_sodium_(na),calculated_calcium_(ca),calculated_iron_(fe),calculated_zinc_(zn),calculated_selenium_(se),calculated_iodine_(i),calculated_potassium_(k),calculated_magnesium_(mg),calculated_vitamin_a_(rae),calculated_vitamin_b1_(thiamin),calculated_vitamin_b2_(riboflavin),calculated_vitamin_b9_(folate),calculated_vitamin_b12_(cobalamin),calculated_vitamin_c_(askorbic_acid),calculated_vitamin_d,calculated_vitamin_e,total_recipe_weight_g,match_coverage,matched_grams,no_match_grams,considered_grams,ignored_grams,calculated_fsa_fat_score,calculated_fsa_sat_fat_score,calculated_fsa_sugar_score,calculated_fsa_salt_score,calculated_fsa_score,calculated_fsa_category,claimed_calc_fsa_fat_score,claimed_calc_fsa_sat_fat_score,claimed_calc_fsa_sugar_score,claimed_calc_fsa_salt_score,claimed_calc_fsa_score,claimed_calc_fsa_category,calculated_who_score,calculated_who_protein,calculated_who_fat,calculated_who_sat_fat,calculated_who_carbs,calculated_who_sugar,calculated_who_salt,calculated_who_fibre,claimed_calc_who_score,claimed_calc_who_protein,claimed_calc_who_fat,claimed_calc_who_sat_fat,claimed_calc_who_carbs,claimed_calc_who_sugar,claimed_calc_who_salt,claimed_calc_who_fibre
gemini_flash_lite_dinner_545,gemini_flash_lite,dinner,Pork Chops,Pan-Seared Pork Chops with Apple and Sage Sauce,"[""2 pieces Pork loin chops, bone-in, approx. 200 g each"", ""2 tbsp Olive oil"", ""1 medium Onion, yellow, finely chopped"", ""2 cloves Garlic, minced"", ""2 dl Low-sodium chicken broth"", ""1 dl Unsweetened apple juice"", ""1 tbsp Dijon mustard"", ""1 tsp Fresh sage, chopped"", ""1 tsp Fresh thyme, chopped"", ""1/2 tsp Salt"", ""1/4 tsp Black pepper, ground"", ""1 large Apple, such as Gala or Fuji, peeled, cored, and thinly sliced""]","Pat the pork chops dry with paper towels and season both sides with salt and pepper. Heat 1 tablespoon of olive oil in a large skillet over medium-high heat. Sear the pork chops for 3-4 minutes per side, until golden brown. Remove the chops from the skillet and set aside. Add the remaining 1 tablespoon of olive oil to the skillet. Add the chopped onion and cook, stirring occasionally, until softened, about 5 minutes. Stir in the minced garlic and cook for 1 minute more until fragrant. Pour in the chicken broth and apple juice, scraping up any browned bits from the bottom of the skillet. Bring to a simmer and let it reduce slightly for about 3 minutes. Stir in the Dijon mustard, chopped sage, and chopped thyme. Return the pork chops to the skillet, along with any accumulated juices. Add the sliced apples around the chops. Reduce the heat to medium-low, cover, and simmer for 10-15 minutes, or until the pork chops are cooked through and tender, and the apples are softened. Serve the pork chops with the apple and sage sauce spooned over the top.",2,550,45.0,25.0,30.0,8.0,20.0,3.0,1.5,50.0,2.0,40.0,350.0,500.0,4.0,5.0,30.0,10.0,0.5,1.0,5.0,20.0,0.8,0.7,0.3,6.0,0.5,6,moderate,4,609.4799999999999,64.452,28.699,5.498,20.330000000000002,15.32,7.24,1738.9,60.45000000000001,2.9135,3.862,24.460000000000004,0.66,1504.9,113.87,10.4,2.0305,0.38750000000000007,51.09,0.0,6.15,0.26,4.5680000000000005,775.125,0.911660777385159,516.0,50.0,566.0,209.125,3,1,1,3,8,moderate,3,3,1,1,8,moderate,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gemini_flash_lite_dinner_547,gemini_flash_lite,dinner,Pork Ribs,Honey-Glazed Baked Pork Ribs with Rosemary,"[""1.5 kg Pork ribs, pork loin ribs"", ""60 ml Honey"", ""45 ml Soy sauce"", ""30 ml Olive oil"", ""2 cloves Garlic, minced"", ""1 tbsp Fresh rosemary, chopped"", ""1 tsp Smoked paprika"", ""0.5 tsp Black pepper, ground"", ""1 piece Lemon, for serving""]","Preheat your oven to 160°C (320°F). Line a baking tray with parchment paper. In a small bowl, whisk together the honey, soy sauce, olive oil, minced garlic, chopped rosemary, smoked paprika, and black pepper to create the glaze. Place the pork ribs on the prepared baking tray. Generously brush the glaze all over the ribs, ensuring they are well coated. Cover the tray tightly with aluminum foil. Bake for 2.5 hours, or until the pork is tender and almost falling off the bone. Remove the foil for the last 30 minutes of cooking to allow the glaze to caramelize. Once cooked, let the ribs rest for 10 minutes before slicing. Serve hot with wedges of fresh lemon.",4,3850,190.0,260.0,140.0,90.0,110.0,3.0,15.0,120.0,10.0,150.0,1800.0,2500.0,25.0,30.0,150.0,5.0,5.0,10.0,20.0,50.0,15.0,2.0,1.5,30.0,2.0,9,moderate,4,3409.29,293.2335,204.3,39.33500000000001,78.35425,76.84299999999999,2.5000000000000004,4448.46,365.58750000000003,14.903,42.10149999999999,485.11749999999995,1.37,5048.23,343.47749999999996,30.0,5.689375,3.913375,16.4225,15.0,44.09,10.5,7.768000000000001,1769.0,1.0,1747.75,0.0,1747.75,21.25,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gemini_flash_lite_dinner_551,gemini_flash_lite,dinner,Pork Shoulder,Slow Cooker Balsamic Glazed Pork Shoulder with Roasted Root Vegetables,"[""1500 g Pork shoulder, boneless"", ""2 dl Balsamic vinegar"", ""1 dl Beef broth, low sodium"", ""2 tbsp Honey"", ""2 cloves Garlic, minced"", ""1 tsp Dried rosemary"", ""1 tsp Dried thyme"", ""500 g Carrots, peeled and cut into chunks"", ""500 g Parsnips, peeled and cut into chunks"", ""200 g Onion, red, cut into wedges"", ""2 tbsp Olive oil"", ""0.5 tsp Black pepper, ground"", ""1 tsp Salt""]","Place the pork shoulder in the slow cooker. In a medium bowl, whisk together the balsamic vinegar, beef broth, honey, minced garlic, rosemary, and thyme. Pour this mixture over the pork shoulder. Cover and cook on low for 8 hours or on high for 4-5 hours, or until the pork is tender and easily shreds with a fork.  About 30 minutes before the pork is done, preheat your oven to 200 degrees C (400 degrees F). Toss the chopped carrots, parsnips, and onion wedges with olive oil, salt, and pepper on a large baking sheet. Spread them out in a single layer. Roast for 25-30 minutes, or until tender and slightly caramelized, flipping halfway through. Once the pork is cooked, carefully remove it from the slow cooker and shred it using two forks. Skim off any excess fat from the cooking liquid in the slow cooker, then place the slow cooker on the stovetop over medium-high heat. Bring the liquid to a simmer and let it reduce for about 5-10 minutes until it thickens into a glaze. Serve the shredded pork alongside the roasted root vegetables, drizzled with the balsamic glaze.",6,5500,350.0,300.0,300.0,100.0,150.0,30.0,15.0,200.0,15.0,300.0,1500.0,4000.0,20.0,50.0,150.0,800.0,5.0,10.0,100.0,400.0,5.0,2.0,1.0,20.0,2.0,7,moderate,4,2812.1800000000003,348.667,74.33,19.415,149.83100000000002,123.096,28.1,3774.96,575.5899999999999,17.921,33.488,387.1,3.87,9592.880000000001,641.13,2370.0,9.891500000000002,7.6141,461.13,13.05,57.29,0.0,8.48,3087.25,1.0,2969.0,0.0,2969.0,118.25,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gemini_flash_lite_dinner_552,gemini_flash_lite,dinner,Pork Shoulder,Slow Cooker Pulled Pork Shoulder with Apple Cider Glaze,"[""1500 g Pork shoulder, boneless"", ""2 dl Apple cider"", ""1 dl Chicken broth, low sodium"", ""2 tbsp Apple cider vinegar"", ""1 tbsp Brown sugar, light"", ""1 tsp Smoked paprika"", ""1 tsp Garlic powder"", ""0.5 tsp Onion powder"", ""0.5 tsp Black pepper, ground"", ""0.25 tsp Cayenne pepper"", ""2 tbsp Olive oil"", ""1 medium Onion, yellow, chopped"", ""2 cloves Garlic, minced""]","Pat the pork shoulder dry with paper towels and season generously with salt and black pepper. Heat the olive oil in a large oven-safe skillet or Dutch oven over medium-high heat. Sear the pork shoulder on all sides until deeply browned, about 3-4 minutes per side. Remove the pork from the skillet and set aside. Add the chopped onion to the skillet and cook until softened, about 5 minutes. Add the minced garlic and cook for another minute until fragrant. Deglaze the pan by pouring in the apple cider vinegar and scraping up any browned bits from the bottom. Let it simmer for 1 minute. Pour in the apple cider and chicken broth, and stir in the brown sugar, smoked paprika, garlic powder, onion powder, and cayenne pepper. Return the seared pork shoulder to the skillet, ensuring it is partially submerged in the liquid. Cover the skillet tightly with a lid or aluminum foil and transfer to a preheated oven at 150°C (300°F). Cook for 4-6 hours, or until the pork is fork-tender and shreds easily. Once cooked, carefully remove the pork from the skillet and place it on a cutting board. Using two forks, shred the pork. Skim off any excess fat from the cooking liquid in the skillet. If desired, simmer the sauce over medium heat for 5-10 minutes to thicken slightly. Return the shredded pork to the skillet and toss to coat with the glaze. Serve hot.",6,3500,250.0,230.0,30.0,80.0,20.0,3.0,5.0,50.0,5.0,60.0,1000.0,1500.0,8.0,10.0,70.0,10.0,1.0,1.0,5.0,20.0,5.0,1.0,0.5,10.0,1.0,9,moderate,3,2180.9300000000003,340.543,71.003,18.948,17.981000000000005,17.055,6.77,822.64,162.81,14.057,29.717,387.19,0.15500000000000003,6061.38,413.73,18.2,9.732800000000001,7.164700000000001,49.31,13.05,6.41,0.0,4.738,1881.75,1.0,1768.0,0.0,1768.0,113.75,3,3,1,3,10,unhealthy,3,3,1,3,10,unhealthy,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_554,gemini_flash_lite,dinner,Pork Shoulder,Slow Cooker Pulled Pork Shoulder with Apple Cider Glaze,"[""1500 g Pork shoulder, boneless"", ""2 dl Apple cider"", ""1 dl Chicken broth, low sodium"", ""2 tbsp Brown sugar, packed"", ""1 tbsp Smoked paprika"", ""1 tsp Garlic powder"", ""1 tsp Onion powder"", ""0.5 tsp Black pepper, ground"", ""0.5 tsp Salt"", ""2 tbsp Apple cider vinegar"", ""1 tbsp Worcestershire sauce"", ""1 tbsp Dijon mustard"", ""200 g Onion, yellow, sliced"", ""15 g Fresh parsley, chopped, for garnish""]","Place the pork shoulder in a slow cooker. In a medium bowl, whisk together the apple cider, chicken broth, brown sugar, smoked paprika, garlic powder, onion powder, black pepper, and salt. Pour this mixture over the pork shoulder. Add the sliced onion around the pork. Cover and cook on low for 8-10 hours, or on high for 4-5 hours, until the pork is very tender and shreds easily with a fork. Remove the pork from the slow cooker and place it on a cutting board. Using two forks, shred the pork, discarding any excess fat. Drain most of the liquid from the slow cooker, reserving about 1/2 cup of the cooking liquid. Return the shredded pork to the slow cooker. In a small bowl, whisk together the reserved cooking liquid, apple cider vinegar, Worcestershire sauce, and Dijon mustard. Pour this glaze over the shredded pork and stir to combine. Cook on high for another 30 minutes, uncovered, to allow the glaze to thicken and coat the pork. Stir occasionally. Garnish with fresh chopped parsley before serving.",6,4850,350.0,320.0,110.0,120.0,75.0,6.0,15.0,200.0,20.0,250.0,2800.0,4500.0,35.0,20.0,150.0,50.0,5.0,5.0,30.0,150.0,15.0,3.0,1.0,40.0,2.5,9,moderate,4,2073.1600000000003,341.76499999999993,52.084,16.157999999999998,31.232000000000003,30.592000000000002,9.07,2354.14,226.12999999999997,14.697000000000001,29.968999999999998,387.96,0.91,6268.789999999999,441.73,70.05,9.761500000000002,7.2495,71.7,13.05,22.2,0.0,2.078,1969.75,1.0,1823.0,0.0,1823.0,146.75,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_556,gemini_flash_lite,dinner,Pork Tenderloin,Herb-Crusted Pork Tenderloin with Roasted Asparagus and Sweet Potatoes,"[""500 g Pork tenderloin, trimmed"", ""300 g Sweet potatoes, peeled and cubed"", ""400 g Asparagus, trimmed"", ""2 tbsp Olive oil"", ""1 tbsp Dijon mustard"", ""1 tbsp Fresh rosemary, chopped"", ""1 tbsp Fresh thyme, chopped"", ""1 tsp Garlic powder"", ""0.5 tsp Black pepper"", ""1.5 tsp Salt""]","Preheat your oven to 200°C (400°F). Toss the cubed sweet potatoes with 1 tablespoon of olive oil, half of the salt, and half of the pepper in a baking dish. Roast for 15 minutes. While the sweet potatoes are roasting, pat the pork tenderloin dry with paper towels. In a small bowl, combine the Dijon mustard, chopped rosemary, chopped thyme, garlic powder, and the remaining salt and pepper. Rub this mixture all over the pork tenderloin. After the sweet potatoes have roasted for 15 minutes, add the trimmed asparagus to the baking dish, tossing it with the remaining 1 tablespoon of olive oil. Place the herb-crusted pork tenderloin in the center of the baking dish amongst the vegetables. Return the dish to the oven and roast for another 20-25 minutes, or until the pork reaches an internal temperature of 63°C (145°F) and the vegetables are tender and slightly caramelized. Let the pork rest for 5-10 minutes before slicing and serving with the roasted vegetables.",4,1150,95.0,45.0,90.0,12.0,25.0,15.0,1.8,120.0,6.0,150.0,600.0,1500.0,5.0,5.0,40.0,300.0,0.0,5.0,50.0,100.0,1.0,1.0,0.5,10.0,1.5,7,healthy,5,1091.68,130.052,31.524,6.348000000000001,62.86000000000001,24.020000000000003,17.32,4754.6,231.2,14.488,10.512,72.96,6.96,3895.4,299.72,1811.0,5.266,0.9720000000000001,246.0,2.0,30.0,0.0,10.668000000000001,1283.5,1.0,1236.0,0.0,1236.0,47.5,3,3,1,3,10,unhealthy,3,3,1,1,8,moderate,4,0,1,1,0,1,0,1,3,0,0,1,0,1,0,1
gemini_flash_lite_dinner_557,gemini_flash_lite,dinner,Pork Tenderloin,Pan-Seared Pork Tenderloin with Apple-Cranberry Compote and Roasted Brussels Sprouts,"[""500 g Pork tenderloin, trimmed"", ""1 tbsp Olive oil"", ""0.5 tsp Salt"", ""0.25 tsp Black pepper, ground"", ""250 g Brussels sprouts, trimmed and halved"", ""1 tbsp Olive oil"", ""0.25 tsp Salt"", ""0.12 tsp Black pepper, ground"", ""1 large Apple, peeled, cored, and diced"", ""50 g Dried cranberries"", ""50 ml Water"", ""1 tbsp Maple syrup"", ""0.5 tsp Cinnamon, ground"", ""0.25 tsp Nutmeg, ground""]","Preheat your oven to 200°C (400°F). Toss the halved Brussels sprouts with 1 tablespoon of olive oil, 0.25 teaspoon of salt, and 0.12 teaspoon of black pepper on a baking sheet. Spread them in a single layer and roast for 20-25 minutes, or until tender and slightly caramelized. While the Brussels sprouts are roasting, pat the pork tenderloin dry with paper towels. Season it all over with 0.5 teaspoon of salt and 0.25 teaspoon of black pepper. Heat 1 tablespoon of olive oil in an oven-safe skillet over medium-high heat. Sear the pork tenderloin for 2-3 minutes per side, until nicely browned. Transfer the skillet to the preheated oven and continue cooking for 12-15 minutes, or until the internal temperature reaches 63°C (145°F). Remove the pork from the skillet and let it rest for 5-10 minutes before slicing. While the pork is resting, combine the diced apple, dried cranberries, water, maple syrup, cinnamon, and nutmeg in a small saucepan. Bring to a simmer over medium heat and cook for 5-7 minutes, stirring occasionally, until the apples are tender and the compote has thickened slightly. Slice the rested pork tenderloin and serve with the roasted Brussels sprouts and apple-cranberry compote.",4,1080,95.0,40.0,85.0,12.0,45.0,15.0,1.6,150.0,4.0,120.0,900.0,1800.0,7.0,15.0,60.0,10.0,1.0,2.0,30.0,60.0,0.8,1.2,0.7,10.0,1.0,7,healthy,5,1067.6000000000001,126.53999999999999,31.099999999999998,6.300000000000001,62.1308,59.3372,15.0,2366.44,143.94,6.417599999999999,8.162,65.0,2.5,2839.0,193.86,51.5,4.65056,0.5332000000000001,200.0,2.0,110.0,0.0,6.48,928.425,1.0,886.0,0.0,886.0,42.425,3,3,3,3,12,unhealthy,3,3,3,1,10,unhealthy,3,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1
gemini_flash_lite_dinner_558,gemini_flash_lite,dinner,Pork Tenderloin,Lemon Herb Roasted Pork Tenderloin with Asparagus and Sweet Potatoes,"[""600 g Pork tenderloin, trimmed"", ""400 g Sweet potatoes, peeled and cubed"", ""400 g Asparagus, trimmed"", ""3 tbsp Olive oil"", ""2 tbsp Fresh lemon juice"", ""2 cloves Garlic, minced"", ""1 tbsp Fresh rosemary, chopped"", ""1 tbsp Fresh thyme, chopped"", ""1 tsp Salt"", ""0.5 tsp Black pepper, ground""]","Preheat your oven to 200 degrees Celsius. Toss the cubed sweet potatoes with 1 tablespoon of olive oil, salt, and pepper on a baking sheet. Roast for 20 minutes. While the sweet potatoes are roasting, prepare the pork tenderloin. In a small bowl, whisk together the remaining 2 tablespoons of olive oil, lemon juice, minced garlic, chopped rosemary, chopped thyme, salt, and pepper. Place the pork tenderloin in a bowl or on a plate and pour the herb mixture over it, coating it evenly. Once the sweet potatoes have roasted for 20 minutes, add the trimmed asparagus to the same baking sheet, tossing them with the sweet potatoes. Make space on the baking sheet and place the seasoned pork tenderloin among the vegetables. Return the baking sheet to the oven and roast for another 20-25 minutes, or until the pork reaches an internal temperature of 63 degrees Celsius and the vegetables are tender and slightly caramelized. Let the pork rest for 5 minutes before slicing. Serve the sliced pork tenderloin with the roasted asparagus and sweet potatoes.",4,1500,100.0,50.0,150.0,10.0,40.0,20.0,2.5,150.0,5.0,150.0,500.0,1500.0,4.0,10.0,50.0,300.0,1.0,5.0,50.0,100.0,1.0,1.0,0.5,10.0,1.0,6,healthy,5,1355.3,154.34500000000006,42.53,8.405,78.295,26.76,20.130000000000003,3340.5,255.04999999999998,15.725000000000001,12.25,86.39999999999999,9.100000000000001,4686.0,339.35,2364.3,6.235500000000001,1.0445,262.15,2.4000000000000004,43.65,0.0,12.65,1503.25,1.0,1465.0,0.0,1465.0,38.25,3,3,1,3,10,unhealthy,3,3,3,3,12,unhealthy,4,0,1,1,0,1,0,1,3,0,1,1,0,0,0,1
gemini_flash_lite_dinner_559,gemini_flash_lite,dinner,Pork Tenderloin,Herb-Crusted Pork Tenderloin with Roasted Root Vegetables,"[""1 kg Pork tenderloin, trimmed"", ""300 g Carrots, peeled"", ""300 g Parsnips, peeled"", ""200 g Sweet potatoes, peeled"", ""100 g Red onion, peeled"", ""4 cloves Garlic, unpeeled"", ""3 tbsp Olive oil"", ""2 tbsp Fresh rosemary, chopped"", ""2 tbsp Fresh thyme, chopped"", ""1 tsp Black pepper, ground"", ""1.5 tsp Salt""]","Preheat your oven to 200°C (180°C fan/gas mark 6). Toss the chopped carrots, parsnips, sweet potatoes, and red onion wedges with 2 tablespoons of olive oil, half of the rosemary and thyme, salt, and pepper on a large baking sheet. Arrange the vegetables in a single layer. Pat the pork tenderloin dry with paper towels. In a small bowl, mix the remaining 1 tablespoon of olive oil with the remaining rosemary and thyme, salt, and pepper. Rub this mixture all over the pork tenderloin. Place the pork tenderloin on top of the vegetables in the baking sheet. Add the unpeeled garlic cloves amongst the vegetables. Roast for 25-30 minutes, or until the pork reaches an internal temperature of 63°C (145°F) and the vegetables are tender and slightly caramelized. Let the pork rest for 10 minutes before slicing. Serve the sliced pork tenderloin with the roasted root vegetables.",4,1450,120.0,65.0,90.0,20.0,30.0,15.0,4.5,120.0,5.0,180.0,900.0,2500.0,6.0,10.0,50.0,1500.0,1.0,5.0,40.0,200.0,1.5,1.0,0.5,15.0,1.2,7,healthy,5,1828.1999999999998,240.24999999999997,52.06,11.51,87.93,45.65999999999999,22.2,4900.4,365.9,11.089999999999998,18.000000000000004,132.2,6.3999999999999995,6986.0,485.5,2544.0,9.193,0.873,302.5,4.0,38.7,0.0,11.719999999999999,2013.0,1.0,1940.0,0.0,1940.0,73.0,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_560,gemini_flash_lite,dinner,Pork Tenderloin,Herb-Crusted Pork Tenderloin with Roasted Root Vegetables,"[""500 g Pork tenderloin"", ""2 tbsp Olive oil"", ""1 tbsp Dried rosemary"", ""1 tbsp Dried thyme"", ""1 tsp Garlic powder"", ""0.5 tsp Black pepper"", ""1 tsp Salt"", ""400 g Carrots, raw"", ""300 g Parsnips, raw"", ""200 g Sweet potatoes, raw"", ""1 medium Onion, yellow""]","Preheat your oven to 200°C (180°C fan/Gas Mark 6). Pat the pork tenderloin dry with paper towels. In a small bowl, combine the olive oil, rosemary, thyme, garlic powder, black pepper, and salt. Rub this mixture all over the pork tenderloin. Cut the carrots, parsnips, sweet potatoes, and onion into roughly equal-sized chunks. Place the chopped vegetables in a large roasting pan. Drizzle the vegetables with a little extra olive oil (about 1 tbsp) and season with a pinch of salt and pepper. Toss to coat. Place the seasoned pork tenderloin on top of the vegetables in the roasting pan. Roast for 25-30 minutes, or until the pork reaches an internal temperature of 63°C (145°F) and the vegetables are tender and slightly caramelized. Let the pork rest for 5-10 minutes before slicing.",4,1250,75.0,55.0,110.0,15.0,40.0,15.0,3.5,150.0,4.5,180.0,600.0,2500.0,6.0,10.0,40.0,1200.0,1.0,4.0,50.0,150.0,0.8,0.9,0.4,8.0,0.8,5,healthy,5,1211.4,124.54,32.1,6.6000000000000005,92.74000000000001,51.94,26.4,3258.6,375.4,7.22,10.72,67.0,6.8,5218.0,350.0,3008.0,4.7780000000000005,0.7560000000000001,342.0,2.0,39.8,0.0,8.64,1624.0,1.0,1580.0,0.0,1580.0,44.0,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
gemini_flash_lite_dinner_562,gemini_flash_lite,dinner,Pot Pies,Hearty Chicken and Vegetable Pot Pie,"[""600 g Chicken fillet, raw"", ""15 g Olive oil"", ""200 g Onion, raw"", ""200 g Carrot, raw"", ""200 g Celery, raw"", ""100 g Peas, frozen"", ""50 g All-purpose flour"", ""4 dl Milk, semi-skimmed, 1.5% fat"", ""1 dl Chicken broth, low sodium"", ""1 tsp Salt, table"", ""0.5 tsp Black pepper, ground"", ""1 tbsp Fresh thyme, chopped"", ""2 sheets Puff pastry, ready-made"", ""1 piece Egg, raw""]","Preheat your oven to 200 degrees Celsius (180 degrees Celsius fan/gas mark 6). Cut the chicken fillet into bite-sized pieces and season with half the salt and pepper. Heat the olive oil in a large, oven-safe skillet or pot over medium-high heat. Add the chicken and cook until browned on all sides, then remove from the skillet and set aside. Add the chopped onion, carrots, and celery to the skillet and cook, stirring occasionally, until softened, about 8-10 minutes. Sprinkle the flour over the vegetables and stir well, cooking for 1 minute. Gradually whisk in the milk and chicken broth until smooth. Bring the mixture to a simmer, stirring constantly, until it thickens. Stir in the cooked chicken, frozen peas, remaining salt and pepper, and fresh thyme. Cook for another 2 minutes until heated through. Pour the filling into individual oven-safe ramekins or one larger pie dish. Unroll the puff pastry sheets and cut them to fit the tops of your ramekins or dish. Crimp the edges to seal. Whisk the egg in a small bowl and brush it over the puff pastry tops for a golden finish. Cut a few slits in the pastry to allow steam to escape. Place the pot pies on a baking sheet and bake for 25-30 minutes, or until the pastry is golden brown and puffed up, and the filling is bubbling.",4,3250,150.0,180.0,250.0,80.0,40.0,20.0,8.0,700.0,15.0,150.0,1200.0,2500.0,10.0,50.0,70.0,900.0,2.0,10.0,50.0,150.0,3.0,1.0,0.7,15.0,1.5,7,moderate,4,1684.4999999999998,178.16500000000002,54.865,16.859999999999996,103.805,45.464999999999996,31.6,933.65,952.25,7.959999999999999,8.715000000000002,83.5,91.30000000000001,5187.3,384.1,1224.25,2.2125,2.0515,331.7,5.0249999999999995,72.7,5.0,13.989999999999998,2013.25,1.0,1890.0,0.0,1890.0,123.25,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,3,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_563,gemini_flash_lite,dinner,Pot Pies,Hearty Lentil and Vegetable Pot Pie with Whole Wheat Crust,"[""400 g Brown lentils, dry"", ""1.5 l Vegetable broth, low sodium"", ""2 tbsp Olive oil"", ""2 medium Onions, yellow, chopped"", ""4 medium Carrots, peeled and diced"", ""3 stalks Celery, diced"", ""2 cloves Garlic, minced"", ""100 g Peas, frozen"", ""50 g Corn, frozen"", ""2 tbsp All-purpose flour, whole wheat"", ""1 tsp Dried thyme"", ""0.5 tsp Dried rosemary, crushed"", ""1 pinch Black pepper, ground"", ""2 sheets Puff pastry, whole wheat"", ""1 piece Egg, beaten (for egg wash)""]","Rinse the dry brown lentils thoroughly. In a large pot or Dutch oven, combine the rinsed lentils with 1.5 liters of low-sodium vegetable broth. Bring to a boil, then reduce heat, cover, and simmer for 25-30 minutes, or until lentils are tender but not mushy. While the lentils are cooking, heat 2 tablespoons of olive oil in a large skillet over medium heat. Add the chopped onions, diced carrots, and diced celery. Sauté for 8-10 minutes, until the vegetables begin to soften. Add the minced garlic and cook for another minute until fragrant. Stir in the flour and cook for 1 minute, stirring constantly, to form a roux. Add the cooked lentils and their cooking liquid to the skillet with the vegetables. Stir in the frozen peas, frozen corn, dried thyme, dried rosemary, and black pepper. Bring the mixture to a simmer and cook for 5 minutes, stirring occasionally, until the filling has thickened. Taste and adjust seasoning if necessary. Preheat your oven to 200°C (400°F). Divide the lentil and vegetable filling among four individual oven-safe ramekins or small pie dishes. Cut out circles of whole wheat puff pastry to fit the tops of the ramekins. Place a puff pastry circle over the filling in each ramekin, pressing the edges to seal. You can crimp the edges with a fork if desired. Make a small slit in the center of each pastry top to allow steam to escape. Brush the tops of the pastry with the beaten egg wash for a golden finish. Place the filled ramekins on a baking sheet to catch any drips. Bake for 20-25 minutes, or until the pastry is puffed up and golden brown, and the filling is bubbly.",4,750,35.0,30.0,80.0,8.0,15.0,25.0,1.5,150.0,10.0,180.0,500.0,900.0,4.0,5.0,20.0,300.0,1.0,3.0,20.0,200.0,0.0,0.5,0.3,4.0,0.4,7,moderate,5,1474.3999999999999,99.072,34.821,5.339,134.988,11.490999999999998,112.72999999999999,162.73000000000002,417.63,39.364,20.509,54.24,22.92,5396.989999999999,533.46,316.24,1.5983999999999996,1.2163,639.83,0.8400000000000001,42.32,2.24,10.866,2359.5,0.9061032863849765,772.0,80.0,852.0,1507.5,3,1,1,1,6,healthy,3,3,1,1,8,moderate,5,0,1,1,0,1,1,1,3,0,0,1,0,1,0,1
