recipe_id,recipe_title,ingredient_raw,ingredient_name,amount,unit,grams,ignored,matched_food_id,matched_food_name,match_score
gemini_flash_lite_dinner_202,Creamy Roasted Butternut Squash and Ginger Soup,2 tbsp Olive oil,Olive oil,2.0,tbsp,20.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_202,Creamy Roasted Butternut Squash and Ginger Soup,"1 tsp Cumin, ground","Cumin, ground",1.0,tsp,5.0,False,6.266,"Cumin seeds, ground",2
gemini_flash_lite_dinner_202,Creamy Roasted Butternut Squash and Ginger Soup,"0.5 tsp Coriander, ground","Coriander, ground",0.5,tsp,2.5,False,6.16,"Coriander, dried",2
gemini_flash_lite_dinner_202,Creamy Roasted Butternut Squash and Ginger Soup,"0.25 tsp Nutmeg, ground","Nutmeg, ground",0.25,tsp,1.25,True,,,-1
gemini_flash_lite_dinner_202,Creamy Roasted Butternut Squash and Ginger Soup,5 g Salt,Salt,5.0,g,5.0,True,,,-1
gemini_flash_lite_dinner_202,Creamy Roasted Butternut Squash and Ginger Soup,"2 g Black pepper, ground","Black pepper, ground",2.0,g,2.0,True,,,-1
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,"1 kg Butternut squash, peeled and deseeded","Butternut squash, peeled and deseeded",1.0,kg,1000.0,False,169295.0,"Squash, winter, butternut, raw",2
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,2 tbsp Olive oil,Olive oil,2.0,tbsp,20.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,"2 medium Onions, chopped","Onions, chopped",2.0,medium,,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,"2 cloves Garlic, minced","Garlic, minced",2.0,cloves,5.0,False,6.038,"Garlic, raw",2
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,"1 tbsp Fresh ginger, grated","Fresh ginger, grated",1.0,tbsp,15.0,False,6.108,"Ginger, root, raw",2
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,1 liter Vegetable broth,Vegetable broth,10.0,dl,1000.0,True,,,-1
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,"4 dl Coconut milk, full fat","Coconut milk, full fat",4.0,dl,400.0,False,6.701,"Coconut milk, canned",2
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,1 tsp Ground cumin,Ground cumin,1.0,tsp,5.0,False,6.266,"Cumin seeds, ground",2
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,0.5 tsp Ground cinnamon,Ground cinnamon,0.5,tsp,2.5,True,,,-1
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,"0.25 tsp Nutmeg, ground","Nutmeg, ground",0.25,tsp,1.25,True,,,-1
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,"Salt, to taste","Salt, to taste",1.0,unit,,True,,,-1
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,"Black pepper, ground, to taste","Black pepper, ground, to taste",1.0,unit,,True,,,-1
gemini_flash_lite_dinner_203,Creamy Coconut Butternut Squash Soup with Ginger,"1 tbsp Fresh cilantro, chopped, for garnish","Fresh cilantro, chopped, for garnish",1.0,tbsp,15.0,False,6.121,"Coriander, raw",2
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,"1.2 kg Butternut squash, peeled, seeded, and cubed","Butternut squash, peeled, seeded, and cubed",1.2,kg,1200.0,False,169295.0,"Squash, winter, butternut, raw",2
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,1 liter Vegetable broth,Vegetable broth,10.0,dl,1000.0,True,,,-1
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,"2 dl Coconut milk, full-fat","Coconut milk, full-fat",2.0,dl,200.0,False,6.701,"Coconut milk, canned",2
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,2 dl Water,Water,2.0,dl,130.0,True,,,-1
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,"1 piece Onion, yellow, chopped","Onion, yellow, chopped",1.0,piece,160.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,"2 cloves Garlic, minced","Garlic, minced",2.0,cloves,5.0,False,6.038,"Garlic, raw",2
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,"2 cm Ginger, fresh, grated","Ginger, fresh, grated",2.0,cm,,False,6.108,"Ginger, root, raw",2
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,1 tbsp Olive oil,Olive oil,1.0,tbsp,10.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,1 tsp Curry powder,Curry powder,1.0,tsp,4.5,False,6.158,Curry powder,2
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,0.5 tsp Salt,Salt,0.5,tsp,3.5,True,,,-1
gemini_flash_lite_dinner_204,Creamy Coconut Butternut Squash Soup with Ginger,"0.25 tsp Black pepper, ground","Black pepper, ground",0.25,tsp,0.625,True,,,-1
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,"1200 g Butternut squash, raw","Butternut squash, raw",1200.0,g,1200.0,False,169295.0,"Squash, winter, butternut, raw",2
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,"250 g Onion, raw","Onion, raw",250.0,g,250.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,"2 cloves Garlic, raw","Garlic, raw",2.0,cloves,5.0,False,6.038,"Garlic, raw",2
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,"1 l Vegetable broth, low sodium","Vegetable broth, low sodium",10.0,dl,1000.0,True,,,-1
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,"200 ml Coconut milk, light","Coconut milk, light",2.0,dl,200.0,False,6.701,"Coconut milk, canned",2
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,2 tbsp Olive oil,Olive oil,2.0,tbsp,20.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,"1 tsp Ginger, ground","Ginger, ground",1.0,tsp,5.0,False,6.155,"Ginger, ground",2
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,"0.5 tsp Nutmeg, ground","Nutmeg, ground",0.5,tsp,2.5,True,,,-1
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,"0.5 tsp Cinnamon, ground","Cinnamon, ground",0.5,tsp,2.5,True,,,-1
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,1 tsp Salt,Salt,1.0,tsp,7.0,True,,,-1
gemini_flash_lite_dinner_205,Creamy Roasted Butternut Squash and Coconut Soup,"0.5 tsp Black pepper, ground","Black pepper, ground",0.5,tsp,1.25,True,,,-1
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1 medium Cabbage, white","Cabbage, white",1.0,medium,1150.0,False,6.037,"Cabbage, white, Norwegian, raw",2
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"500 g Turkey mince, raw","Turkey mince, raw",500.0,g,500.0,False,3.204,"Turkey, breast, without skin, raw",2
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"150 g Quinoa, uncooked","Quinoa, uncooked",150.0,g,150.0,False,6.665,"Quinoa, black, uncooked",2
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1 large Onion, yellow, raw","Onion, yellow, raw",1.0,large,160.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"2 cloves Garlic, raw","Garlic, raw",2.0,cloves,5.0,False,6.038,"Garlic, raw",2
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1 dl Vegetable broth, low sodium","Vegetable broth, low sodium",1.0,dl,100.0,True,,,-1
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1 dl Diced tomatoes, canned, unsalted","Diced tomatoes, canned, unsalted",1.0,dl,100.0,False,6.07,"Tomato, canned",2
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,2 tbsp Olive oil,Olive oil,2.0,tbsp,20.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,1 tsp Dried oregano,Dried oregano,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,1/2 tsp Dried thyme,Dried thyme,0.5,tsp,2.5,True,,,-1
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1/4 tsp Black pepper, ground","Black pepper, ground",0.25,tsp,0.625,True,,,-1
gemini_flash_lite_dinner_206,Hearty Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,1/2 tsp Salt,Salt,0.5,tsp,3.5,True,,,-1
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 head (1.5 kg) White cabbage,(1.5 kg) White cabbage,1.0,head,1150.0,False,6.037,"Cabbage, white, Norwegian, raw",2
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"500 g Turkey mince, lean","Turkey mince, lean",500.0,g,500.0,False,3.204,"Turkey, breast, without skin, raw",2
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"200 g Quinoa, uncooked","Quinoa, uncooked",200.0,g,200.0,False,6.665,"Quinoa, black, uncooked",2
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 dl Water,Water,1.0,dl,65.0,True,,,-1
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"1 dl Onion, yellow, chopped","Onion, yellow, chopped",1.0,dl,55.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"2 cloves Garlic, crushed","Garlic, crushed",2.0,cloves,5.0,False,6.038,"Garlic, raw",2
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tbsp Olive oil,Olive oil,1.0,tbsp,10.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"400 g Tomatoes, canned, crushed","Tomatoes, canned, crushed",400.0,g,400.0,False,6.07,"Tomato, canned",2
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,2 dl Vegetable broth,Vegetable broth,2.0,dl,200.0,True,,,-1
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tsp Dried oregano,Dried oregano,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tsp Dried basil,Dried basil,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"0.5 tsp Black pepper, ground","Black pepper, ground",0.5,tsp,1.25,True,,,-1
gemini_flash_lite_dinner_207,Lean Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,0.5 tsp Salt,Salt,0.5,tsp,3.5,True,,,-1
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1 head Cabbage, white","Cabbage, white",1.0,head,1150.0,False,6.037,"Cabbage, white, Norwegian, raw",2
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"500 g Turkey mince, lean","Turkey mince, lean",500.0,g,500.0,False,3.204,"Turkey, breast, without skin, raw",2
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1.5 dl Quinoa, uncooked","Quinoa, uncooked",1.5,dl,105.0,False,6.665,"Quinoa, black, uncooked",2
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1 dl Onion, chopped","Onion, chopped",1.0,dl,55.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"2 cloves Garlic, minced","Garlic, minced",2.0,cloves,5.0,False,6.038,"Garlic, raw",2
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1 dl Carrot, grated","Carrot, grated",1.0,dl,40.0,False,6.036,"Carrot, Norwegian, raw",2
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,"1 dl Celery, finely chopped","Celery, finely chopped",1.0,dl,50.0,False,6.068,"Celery stalk or stem, Norwegian, raw",2
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,2 dl Tomato passata,Tomato passata,2.0,dl,130.0,False,6.069,"Tomato, Norwegian, raw",2
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,1 dl Low-sodium vegetable broth,Low-sodium vegetable broth,1.0,dl,100.0,True,,,-1
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,1 tbsp Olive oil,Olive oil,1.0,tbsp,10.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,1 tsp Dried oregano,Dried oregano,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,1 tsp Dried basil,Dried basil,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,0.5 tsp Black pepper,Black pepper,0.5,tsp,2.0,True,,,-1
gemini_flash_lite_dinner_208,Healthy Turkey and Quinoa Stuffed Cabbage Rolls with Tomato Sauce,0.25 tsp Salt,Salt,0.25,tsp,1.75,True,,,-1
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1.5 kg White cabbage,White cabbage,1.5,kg,1500.0,False,6.037,"Cabbage, white, Norwegian, raw",2
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"500 g Turkey mince, lean","Turkey mince, lean",500.0,g,500.0,False,3.204,"Turkey, breast, without skin, raw",2
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"200 g Quinoa, uncooked","Quinoa, uncooked",200.0,g,200.0,False,6.665,"Quinoa, black, uncooked",2
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"2 dl Chicken broth, low sodium","Chicken broth, low sodium",2.0,dl,200.0,True,,,-1
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 dl Water,Water,1.0,dl,65.0,True,,,-1
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"1 piece Onion, large, yellow","Onion, large, yellow",1.0,piece,160.0,False,170004.0,"Onions, yellow, sauteed",2
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"2 cloves Garlic, raw","Garlic, raw",2.0,cloves,5.0,False,6.038,"Garlic, raw",2
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,2 tbsp Olive oil,Olive oil,2.0,tbsp,20.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"800 g Chopped tomatoes, canned","Chopped tomatoes, canned",800.0,g,800.0,False,6.07,"Tomato, canned",2
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 dl Tomato paste,Tomato paste,1.0,dl,65.0,False,6.08,Tomato purée,2
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tsp Dried oregano,Dried oregano,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tsp Dried basil,Dried basil,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"0.5 tsp Black pepper, ground","Black pepper, ground",0.5,tsp,1.25,True,,,-1
gemini_flash_lite_dinner_209,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tsp Salt,Salt,1.0,tsp,7.0,True,,,-1
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 medium head (approx. 1 kg) White cabbage,head (approx. 1 kg) White cabbage,1.0,medium,11.0,False,6.037,"Cabbage, white, Norwegian, raw",2
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"500 g Ground turkey, lean","Ground turkey, lean",500.0,g,500.0,False,3.204,"Turkey, breast, without skin, raw",2
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"1.5 dl Quinoa, uncooked","Quinoa, uncooked",1.5,dl,105.0,False,6.665,"Quinoa, black, uncooked",2
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"1 dl Onion, yellow, chopped","Onion, yellow, chopped",1.0,dl,55.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"2 cloves Garlic, minced","Garlic, minced",2.0,cloves,5.0,False,6.038,"Garlic, raw",2
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"1 can (400 g) Diced tomatoes, unsalted","(400 g) Diced tomatoes, unsalted",1.0,can,13.0,False,6.069,"Tomato, Norwegian, raw",2
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"2 dl Tomato paste, unsalted","Tomato paste, unsalted",2.0,dl,130.0,False,6.08,Tomato purée,2
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"6 dl Vegetable broth, low sodium","Vegetable broth, low sodium",6.0,dl,600.0,True,,,-1
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tbsp Olive oil,Olive oil,1.0,tbsp,10.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tsp Dried oregano,Dried oregano,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tsp Dried basil,Dried basil,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,"0.5 tsp Black pepper, ground","Black pepper, ground",0.5,tsp,1.25,True,,,-1
gemini_flash_lite_dinner_210,Hearty Turkey and Quinoa Stuffed Cabbage Rolls in Tomato Sauce,1 tsp Salt,Salt,1.0,tsp,7.0,True,,,-1
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,400 g Whole wheat flour,Whole wheat flour,400.0,g,400.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"10 g Yeast, dry, instant","Yeast, dry, instant",10.0,g,10.0,False,5.1,"Yeast ring, sweet, with dried fruit",2
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,5 g Salt,Salt,5.0,g,5.0,True,,,-1
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"250 ml Water, lukewarm","Water, lukewarm",2.5,dl,162.5,True,,,-1
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,1 tbsp Olive oil,Olive oil,1.0,tbsp,10.0,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"200 g Chicken breast, skinless, raw","Chicken breast, skinless, raw",200.0,g,200.0,False,3.205,"Chicken, fillet, without skin, raw",2
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"100 g Onion, raw","Onion, raw",100.0,g,100.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"100 g Bell pepper, red, raw","Bell pepper, red, raw",100.0,g,100.0,False,6.048,"Sweet pepper, red, raw",2
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"100 g Zucchini, raw","Zucchini, raw",100.0,g,100.0,False,6.085,"Squash, zucchini, raw",2
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,50 g Tomato passata,Tomato passata,50.0,g,50.0,False,6.069,"Tomato, Norwegian, raw",2
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"1 tsp Oregano, dried","Oregano, dried",1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"0.5 tsp Basil, dried","Basil, dried",0.5,tsp,2.5,True,,,-1
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"100 g Mozzarella cheese, part-skim, shredded","Mozzarella cheese, part-skim, shredded",100.0,g,100.0,False,1.297,"Cheese, Mozzarella, in brine, imported",2
gemini_flash_lite_dinner_211,Whole Wheat Chicken and Vegetable Calzones,"1 Egg, raw","1 Egg, raw",1.0,unit,,False,2.03,"Egg, organic, raw",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,300 g Whole wheat flour,Whole wheat flour,300.0,g,300.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,"150 ml Water, warm","Water, warm",1.5,dl,97.5,True,,,-1
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,10 g Fresh yeast,Fresh yeast,10.0,g,10.0,False,5.1,"Yeast ring, sweet, with dried fruit",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,5 g Salt,Salt,5.0,g,5.0,True,,,-1
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,15 ml Olive oil,Olive oil,0.15,dl,13.5,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,"200 g Chicken breast, diced","Chicken breast, diced",200.0,g,200.0,False,3.205,"Chicken, fillet, without skin, raw",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,100 g Broccoli florets,Broccoli florets,100.0,g,100.0,False,6.018,"Broccoli, Norwegian, raw",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,"50 g Red bell pepper, diced","Red bell pepper, diced",50.0,g,50.0,False,6.048,"Sweet pepper, red, raw",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,"50 g Onion, chopped","Onion, chopped",50.0,g,50.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,"2 cloves Garlic, minced","Garlic, minced",2.0,cloves,5.0,False,6.038,"Garlic, raw",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,100 g Ricotta cheese,Ricotta cheese,100.0,g,100.0,False,1.266,"Cheese, Ricotta",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,"50 g Mozzarella cheese, shredded","Mozzarella cheese, shredded",50.0,g,50.0,False,1.297,"Cheese, Mozzarella, in brine, imported",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,"1 tbsp Fresh parsley, chopped","Fresh parsley, chopped",1.0,tbsp,15.0,False,6.05,"Parsley, herb, Norwegian, raw",2
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,1 tsp Dried oregano,Dried oregano,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,1/2 tsp Black pepper,Black pepper,0.5,tsp,2.0,True,,,-1
gemini_flash_lite_dinner_212,Whole Wheat Chicken and Vegetable Calzones,"1 Egg, beaten (for egg wash)","1 Egg, beaten (for egg wash)",1.0,unit,,False,2.03,"Egg, organic, raw",2
gemini_flash_lite_dinner_213,Whole Wheat Chicken and Vegetable Calzones,250 g Whole wheat flour,Whole wheat flour,250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_dinner_213,Whole Wheat Chicken and Vegetable Calzones,"150 ml Water, warm","Water, warm",1.5,dl,97.5,True,,,-1
gemini_flash_lite_dinner_213,Whole Wheat Chicken and Vegetable Calzones,"1 tsp Yeast, active dry","Yeast, active dry",1.0,tsp,3.0,False,12.009,"Bakers yeast, active, dry",2
gemini_flash_lite_dinner_213,Whole Wheat Chicken and Vegetable Calzones,1 tsp Olive oil,Olive oil,1.0,tsp,4.5,False,8.019,"Oil, olive",2
gemini_flash_lite_dinner_213,Whole Wheat Chicken and Vegetable Calzones,1 tsp Salt,Salt,1.0,tsp,7.0,True,,,-1
gemini_flash_lite_dinner_213,Whole Wheat Chicken and Vegetable Calzones,"300 g Chicken breast, cooked and shredded","Chicken breast, cooked and shredded",300.0,g,300.0,False,3.418,"Chicken, fillet, simmered",2
gemini_flash_lite_dinner_213,Whole Wheat Chicken and Vegetable Calzones,"100 g Spinach, fresh","Spinach, fresh",100.0,g,100.0,False,6.064,"Spinach, raw",2
gemini_flash_lite_dinner_213,Whole Wheat Chicken and Vegetable Calzones,"100 g Mushrooms, cremini, sliced","Mushrooms, cremini, sliced",100.0,g,100.0,False,6.062,"Mushroom, common, raw",2
