recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
gpt54_nano_dinner_152,gpt54_nano,dinner,Baked Beans,Smoky Tomato Baked Beans with Lean Turkey and Vegetables,"[""400 g canned haricot beans, drained and rinsed"", ""200 g canned chopped tomatoes, no salt added"", ""120 g turkey mince, lean (5% fat)"", ""80 g onion, diced"", ""120 g bell pepper, diced"", ""2 cloves garlic, minced (6 g)"", ""1 tbsp olive oil"", ""2 tbsp tomato paste"", ""1 tsp smoked paprika"", ""1 tsp ground cumin"", ""0.5 tsp dried oregano"", ""300 ml vegetable stock, low salt"", ""10 g grated carrot""]","Preheat the oven to 180°C. In a deep ovenproof dish or casserole, heat the olive oil over medium heat and cook the onion and bell pepper for 6–8 minutes until softened. Add the turkey mince and cook for 6–7 minutes, breaking it up until no longer pink. Stir in the garlic, tomato paste, smoked paprika, cumin, and oregano, then cook for 1 minute until fragrant. Add the drained haricot beans, chopped tomatoes, grated carrot, and pour over the vegetable stock. Stir well, bring to a gentle simmer on the stove, then cover and bake in the oven for 35 minutes. Uncover and bake for a further 15 minutes to thicken, stirring once halfway through, and serve when the sauce is glossy and the beans are tender.",4,1280,112,33,124,7,26,45,2.7,230,9.5,292,935,1880,6.8,18,48,460,0.6,6.4,110,390,2.1,1.0,0.5,22,1.1,7,healthy,5
gpt54_nano_dinner_153,gpt54_nano,dinner,Baked Beans,"Smoky Tomato Baked Beans with Turkey, Onion and Bell Pepper","[""420 g canned haricot beans, drained and rinsed"", ""150 g turkey mince, lean (5–10% fat)"", ""1 unit onion, yellow (about 150 g), diced"", ""1 unit bell pepper, red (about 170 g), diced"", ""2 cloves garlic, minced (about 6 g)"", ""300 g passata (tomato purée)"", ""1 tbsp olive oil (15 ml)"", ""1 tsp smoked paprika (3 g)"", ""0.5 tsp dried oregano (1 g)"", ""2 g ground black pepper"", ""3 g table salt"", ""1.2 dl water (120 ml)""]","Heat the olive oil in a heavy oven-safe casserole dish over medium heat. Add the diced onion and bell pepper and cook for 6–8 minutes until softened. Stir in the garlic and cook for 30 seconds, then add the turkey mince and cook for 6–7 minutes until browned. Sprinkle over the smoked paprika and oregano, then pour in the passata and add the rinsed haricot beans. Add the water, season with black pepper and salt, stir well, and bring to a gentle simmer. Cover and bake in the oven at 180°C for 35 minutes, then uncover and bake for another 15 minutes to thicken. Let it stand for 5 minutes before serving; the beans should look glossy and saucy, not watery.",4,1510,106,42,164,12,30,52,6.5,240,14.5,260,920,1950,8.5,10,95,520,0,5,120,520,4.0,0.9,0.7,18,0.9,7,healthy,5.0
gpt54_nano_dinner_154,gpt54_nano,dinner,Baked Beans,Tomato & Smoked Paprika Baked Beans with Courgette and Lean Bacon,"[""400 g canned haricot beans, drained and rinsed"", ""150 g canned chopped tomatoes"", ""180 g courgette, diced"", ""120 g red onion, diced"", ""10 g olive oil"", ""80 g lean smoked bacon, diced"", ""2 cloves garlic, minced"", ""1.5 g smoked paprika"", ""2 g ground black pepper"", ""3 g fine salt"", ""300 ml vegetable stock, low salt"", ""15 g balsamic vinegar""]","Heat the oven to 170°C (fan 150°C). In a large ovenproof dish, warm the olive oil over medium heat and cook the diced bacon until lightly browned and the fat is starting to render. Add the onion and courgette and cook for 6–8 minutes until the onion softens. Stir in the garlic and smoked paprika and cook for 30 seconds until fragrant. Add the drained beans, chopped tomatoes, vegetable stock, black pepper and salt, then bring to a gentle simmer. Remove from the hob, stir through the balsamic vinegar, cover with a lid or foil and bake for 45 minutes. Uncover and bake for a further 15 minutes, stirring once, until the sauce thickens and the beans are tender. Let it stand for 5 minutes before serving so the sauce settles.",4,1045,52,43,112,12,23,37,7.8,248,8.5,215,734,1560,5.4,8,42,175,0.1,4.7,34,410,2.4,0.7,0.3,7.9,0.8,7,moderate,4
gpt54_nano_dinner_155,gpt54_nano,dinner,Baked Beans,Smoky Tomato Baked Beans with Turkey and Roasted Peppers,"[""500 g canned baked beans, no added sugar, drained"", ""200 g canned chopped tomatoes, no added sugar"", ""150 g lean minced turkey"", ""1 medium onion, raw, chopped"", ""2 cloves garlic, raw, minced"", ""200 g red bell pepper, raw, diced"", ""1 tbsp olive oil"", ""2 tsp smoked paprika"", ""1 tsp dried thyme"", ""1 tsp ground black pepper"", ""0.5 tsp fine salt"", ""300 ml vegetable stock, low salt""]","Preheat the oven to 180°C. Heat the olive oil in a large oven-safe casserole over medium heat and cook the onion for 5 to 7 minutes until softened. Add the minced turkey and cook for 6 to 8 minutes, breaking it up, until no longer pink. Stir in the garlic, smoked paprika and dried thyme, then add the diced red pepper and cook for 3 minutes. Pour in the chopped tomatoes and vegetable stock, add the drained baked beans, and season with fine salt and black pepper. Cover and bake for 45 minutes, then remove the lid and bake for another 15 minutes until the sauce is thick and the top looks slightly reduced. Rest for 5 minutes before serving.",4,1230,88,33,123,8.1,18.5,35,3.1,210,10.2,260,720,1750,7.5,18,45,520,0.9,7.2,95,520,2.1,0.7,0.9,16.5,1.6,8,healthy,5.6
gpt54_nano_dinner_156,gpt54_nano,dinner,Beef Stews,Hearty Lean Beef and Barley Stew with Root Vegetables,"[""450 g beef stewing steak, lean"", ""60 g pearl barley, dry"", ""1 pc onion, yellow"", ""2 pc carrots"", ""250 g potato, white"", ""2 pc celery sticks"", ""2 clove garlic"", ""2 tbsp olive oil"", ""750 ml beef stock, low-salt"", ""400 g chopped tomatoes, canned"", ""10 g tomato paste"", ""1 tsp dried thyme"", ""1 tsp smoked paprika"", ""1 tsp black pepper, ground"", ""1 tsp salt"", ""10 ml Worcestershire sauce""]","Dice the beef into 2–3 cm pieces and pat it dry. Heat the olive oil in a large heavy pot over medium-high heat, then brown the beef in batches for about 5–7 minutes, turning occasionally, until the surface is deeply coloured. Add the diced onion, sliced carrots, chopped celery, and cook for 5 minutes until the vegetables begin to soften. Stir in the garlic, tomato paste, thyme, and smoked paprika, and cook for 1 minute until fragrant. Add the pearl barley, chopped potato, chopped tomatoes, and low-salt beef stock, then bring to a gentle simmer. Cover and cook on low heat for 35–45 minutes, stirring once or twice so the barley doesn’t stick, until the barley is tender and the stew has thickened. Stir in the Worcestershire sauce and black pepper, taste, and adjust seasoning if needed before serving hot.",4,1730,138,63,140,17,20,34,5.2,160,13.5,245,900,1650,12.5,18,70,520,1.2,7.5,65,260,7.5,1.1,1.6,26,1.8,8,healthy,5
gpt54_nano_dinner_157,gpt54_nano,dinner,Beef Stews,Red Wine & Root Vegetable Beef Stew with Thyme,"[""500 g beef chuck, trimmed, diced"", ""1 tbsp olive oil"", ""1 piece onion, yellow, diced"", ""2 cloves garlic, minced"", ""2 medium carrots, sliced"", ""250 g parsnip, sliced"", ""250 g potatoes, waxy, diced"", ""400 g canned chopped tomatoes"", ""3 dl red wine, dry"", ""7 dl beef stock, low-salt"", ""2 tbsp tomato paste"", ""1 tbsp Worcestershire sauce"", ""1 tsp dried thyme"", ""1 bay leaf"", ""1 tsp ground black pepper"", ""8 g salt"", ""10 g parsley, fresh, chopped""]","Pat the diced beef dry and season it with the salt and half of the black pepper. Heat the olive oil in a heavy pot over medium-high heat, then brown the beef in batches until well browned on the outside, about 4–5 minutes per batch. Remove the beef and set aside. In the same pot, add the onion and carrots and cook until the onion is soft and translucent, about 5 minutes. Stir in the garlic, tomato paste, and dried thyme for 1 minute, then add the red wine and simmer until slightly reduced, about 3 minutes. Return the beef to the pot along with the parsnip, potatoes, chopped tomatoes, beef stock, Worcestershire sauce, and bay leaf. Bring to a gentle simmer, then cover and cook on low heat until the beef is tender and the vegetables are cooked through, about 75–90 minutes, stirring occasionally. Taste and adjust seasoning with the remaining black pepper and, if needed, a little salt. Discard the bay leaf, stir in the chopped parsley, and serve hot.",4,2580,188,138,168,46,28,46,13.2,210,14.6,340,1100,2400,18.2,12,90,1650,0,10.2,70,320,6.8,1.4,1.9,28,1.6,8,healthy,4
gpt54_nano_dinner_158,gpt54_nano,dinner,Beef Stews,Red Wine & Rosemary Lean Beef Stew with Root Vegetables,"[""450 g lean beef stewing steak"", ""2 tbsp olive oil"", ""1 piece onion"", ""2 cloves garlic"", ""2 piece carrots"", ""300 g potatoes"", ""200 g celeriac"", ""150 g mushrooms"", ""2 tbsp tomato paste"", ""5 dl red wine"", ""7 dl beef stock, low salt"", ""1 tbsp Worcestershire sauce"", ""1 tbsp dried rosemary"", ""1 tsp black pepper, ground"", ""1 tsp salt""]","Cut the lean beef into 2 cm cubes. Heat the olive oil in a heavy pot over medium-high heat and brown the beef in batches until deeply coloured on the outside, then remove it to a plate. Add the chopped onion and carrots to the pot and cook for 5 minutes, stirring, until the onion softens. Stir in the garlic and tomato paste and cook for 1 minute until fragrant. Return the beef to the pot, add the mushrooms, celeriac and potatoes, then pour in the red wine and simmer for 5 minutes to reduce slightly. Add the low-salt beef stock, Worcestershire sauce and dried rosemary, season with black pepper and salt, and bring everything to a steady simmer. Cover and cook gently for 70 minutes, stirring occasionally, until the beef is tender and the vegetables are soft. Uncover for the last 10 minutes if the stew looks too thin; serve hot with plenty of sauce.",4,1280,106,45,95,12,18,24,7.5,160,12,130,760,1450,10,18,70,850,1.6,5,70,240,6.5,0.9,1.0,22,1.6,8,healthy,5
gpt54_nano_dinner_159,gpt54_nano,dinner,Beef Stews,Hearty Lean Beef and Root Vegetable Stew with Thyme,"[""600 g lean beef chuck, trimmed, cubed"", ""2 tbsp olive oil"", ""1 large onion"", ""3 cloves garlic"", ""2 carrots"", ""250 g celeriac"", ""300 g potatoes, waxy"", ""400 g chopped tomatoes (canned)"", ""800 ml low-sodium beef stock"", ""2 tsp dried thyme"", ""1 bay leaf"", ""1 tbsp tomato paste"", ""10 g fresh parsley"", ""1 tsp black pepper"", ""8 g salt""]","Pat the beef dry and season with black pepper. Heat the olive oil in a large heavy pot over medium-high heat, then brown the beef in batches until nicely coloured on the outside, about 4–5 minutes per batch. Remove the beef and lower the heat to medium. Add the onion (diced) and cook until soft and translucent, about 5 minutes, then stir in the garlic for 30 seconds. Add the tomato paste and cook for 1 minute. Return the beef to the pot and pour in the chopped tomatoes and beef stock. Add the thyme and bay leaf, bring to a gentle simmer, then cover and cook for 45 minutes. Add the carrots, celeriac, and potatoes (all cut into bite-size pieces) and simmer uncovered for 25–30 minutes, stirring occasionally, until the vegetables are tender and the stew has thickened. Taste and adjust salt if needed, then stir in chopped parsley and serve hot.",6,1850,140,72,118,20,22,40,8,230,12,260,950,1650,16,12,55,1900,0,8,70,260,7.5,1.2,1.4,24,1.3,7,healthy,5
gpt54_nano_dinner_160,gpt54_nano,dinner,Beef Stews,Herby Lean Beef and Barley Stew with Carrots & Tomatoes,"[""500 g lean beef chuck, trimmed"", ""1 tbsp olive oil"", ""1 medium onion, yellow, chopped"", ""2 cloves garlic, crushed"", ""2 medium carrots, sliced"", ""200 g mushrooms, sliced"", ""1 tbsp tomato paste"", ""300 g chopped tomatoes (canned), with juice"", ""700 ml beef stock, reduced-salt"", ""150 g pearl barley, uncooked"", ""1 tsp dried thyme"", ""1 tsp dried rosemary"", ""1 bay leaf"", ""10 g fresh parsley, chopped"", ""5 g salt"", ""1 g black pepper""]","Heat the olive oil in a large heavy pot over medium-high heat. Add the beef and brown it in batches until well coloured on all sides, then transfer to a plate. Reduce the heat to medium, add the onion and cook for 5 minutes until softened. Stir in the garlic, carrots, and mushrooms, cooking for another 5 minutes. Add the tomato paste and cook for 1 minute, then return the browned beef to the pot. Pour in the chopped tomatoes and reduced-salt beef stock, add the thyme, rosemary, and bay leaf, and bring the stew to a gentle simmer. Stir in the pearl barley, cover, and simmer on low for 45–55 minutes, stirring occasionally, until the barley is tender and the beef is fully cooked. Remove the bay leaf, check the seasoning, and stir in the chopped parsley right before serving.",6,2350,160,78,240,18,32,58,9.5,210,18,360,980,1650,13.5,12,95,760,0,6,36,220,7.5,1.6,1.8,34,1.7,7,healthy,4
gpt54_nano_dinner_161,gpt54_nano,dinner,Beef Stroganoff,Creamy Turkey and Beef Stroganoff with Mushrooms and Greek Yogurt,"[""350 g lean beef mince (5% fat)"", ""250 g mushrooms, cremini"", ""1 piece onion, yellow"", ""2 clove garlic"", ""2 tbsp olive oil"", ""1 tbsp tomato paste"", ""400 g beef stock, low-salt"", ""250 g plain Greek yogurt, 2%"", ""1 tbsp Dijon mustard"", ""2 tbsp whole wheat flour"", ""250 g egg noodles, dry"", ""1 tsp paprika, smoked"", ""0.5 tsp black pepper"", ""0.5 tsp salt""]","Heat 1 tbsp olive oil in a large pan over medium-high heat. Add the beef mince and cook for 6–8 minutes, breaking it up, until browned and no longer pink. Transfer the beef to a plate. Add the remaining 1 tbsp olive oil to the pan, then add sliced mushrooms and cook for 5–6 minutes until they release their juices and start to brown. Add the chopped onion and cook for 3–4 minutes until softened, then stir in the garlic and tomato paste and cook for 1 minute. Sprinkle in the whole wheat flour and stir well to coat everything, then gradually pour in the low-salt beef stock while stirring to prevent lumps. Simmer for 5–7 minutes until the sauce thickens. Stir in the Dijon mustard, smoked paprika, black pepper, and salt, then reduce the heat to low. Lower the temperature and stir in the Greek yogurt a spoonful at a time so it doesn’t split. Meanwhile, cook the egg noodles in salted boiling water according to package instructions, then drain. Return the beef to the sauce and warm through for 1–2 minutes. Serve the stroganoff over the noodles with extra black pepper if desired.",4,1540,118,48,142,12,8,17,6,380,11,150,1100,1450,12,20,80,220,1.6,5,7,180,6.5,0.9,0.7,18,1.4,7,healthy,4
gpt54_nano_dinner_162,gpt54_nano,dinner,Beef Stroganoff,Light Beef Stroganoff with Mushrooms and Greek Yogurt,"[""450 g beef sirloin, lean, trimmed"", ""250 g cremini mushrooms"", ""1 medium onion"", ""2 cloves garlic"", ""2 tbsp olive oil"", ""2 tbsp whole wheat flour"", ""400 ml low-sodium beef stock"", ""200 g Greek yogurt, plain 2%"", ""1 tsp Dijon mustard"", ""200 g egg noodles, whole-wheat (dry)"", ""20 g fresh parsley"", ""0.5 tsp salt"", ""0.25 tsp black pepper""]","Cut the beef into thin strips. Clean the mushrooms and slice them. Finely chop the onion and mince the garlic. Heat the olive oil in a large skillet over medium-high heat and brown the beef for 2–3 minutes until it is lightly seared but not fully cooked through; remove it to a plate. In the same pan, sauté the onion and mushrooms for 6–8 minutes until the mushrooms release their moisture and turn golden. Stir in the garlic and cook for 30 seconds. Sprinkle over the whole wheat flour and cook for 1 minute, stirring to form a light roux. Pour in the beef stock and bring to a gentle simmer, cooking for 5 minutes until slightly thickened. Lower the heat to low and whisk the Greek yogurt with Dijon mustard, then stir it into the sauce slowly. Return the beef to the pan and warm through for 2–3 minutes, avoiding a rapid boil so the yogurt doesn’t split. Season with salt and black pepper. Meanwhile, cook the whole-wheat egg noodles according to package directions until tender, then drain. Serve the stroganoff over the noodles and finish with chopped parsley.",4,1090,74,44,105,12,7,16,2.3,300,8.8,120,820,980,10.5,18,50,110,1.6,5.2,9,170,7.5,0.8,0.6,13,0.9,9,healthy,5.3
gpt54_nano_dinner_163,gpt54_nano,dinner,Beef Stroganoff,Creamy Turkey-and-Beef Stroganoff with Mushrooms and Greek Yogurt,"[""300 g beef mince, lean (5–10% fat)"", ""150 g turkey breast mince"", ""250 g white button mushrooms, sliced"", ""1 piece onion, yellow, diced"", ""2 clove garlic, minced"", ""2 tbsp olive oil"", ""2 tbsp tomato paste"", ""400 g low-sodium beef stock"", ""200 g Greek yogurt, plain, 2% fat"", ""150 g whole-wheat pasta, dry"", ""1 tbsp Worcestershire sauce, reduced-sodium"", ""1 tsp Dijon mustard"", ""1 tbsp cornflour"", ""1 tbsp water"", ""1 tsp dried thyme"", ""0.5 tsp black pepper, ground"", ""0.5 tsp salt, fine""]","Bring a large pot of salted water to a boil and cook the whole-wheat pasta according to package directions until al dente. While the pasta cooks, heat the olive oil in a large skillet over medium-high heat and brown the beef mince and turkey mince for about 6–8 minutes, breaking it up until there are no pink bits. Add the onion and cook for 3–4 minutes until softened, then stir in the garlic and cook for 30 seconds. Add the sliced mushrooms and cook for 6–7 minutes until they release their liquid and it mostly evaporates. Stir in the tomato paste, thyme, Dijon mustard, Worcestershire sauce, and black pepper, then pour in the low-sodium beef stock. Simmer for 5 minutes, then mix cornflour with 1 tbsp water and stir it into the sauce until it thickens. Turn the heat down to low and stir in the Greek yogurt until smooth and creamy; do not boil, or it may split. Drain the pasta, add it to the skillet (or serve alongside) and toss well so everything is coated. Taste and adjust seasoning lightly with the fine salt if needed, then serve hot.",4,1385,109,49,112,15,7,18,4.6,390,10.5,146,870,1060,12.2,55,78,240,2.2,6.4,18,160,8.8,1.0,1.2,19,0.9,7,healthy,4.8
gpt54_nano_dinner_164,gpt54_nano,dinner,Beef Stroganoff,"Lean Beef Stroganoff with Mushrooms, Greek Yogurt, and Whole-Wheat Pasta","[""400 g lean beef mince (5–10% fat)"", ""250 g mushrooms, sliced"", ""1 medium onion, diced (150 g)"", ""2 cloves garlic, minced"", ""2 tbsp olive oil (30 ml)"", ""300 g reduced-fat Greek yogurt, plain"", ""300 ml beef stock, low-salt"", ""2 tbsp tomato paste (30 g)"", ""200 g whole-wheat pasta (dry)"", ""1 tbsp Dijon mustard (15 g)"", ""15 g plain wheat flour"", ""1 tsp smoked paprika (2 g)"", ""0.5 tsp black pepper (1 g)"", ""0.5 tsp dried thyme (1 g)"", ""0.5 tsp salt (2.5 g)""]","Cook the whole-wheat pasta in a large pot of boiling water until al dente, then drain and set aside. Heat the olive oil in a deep pan over medium-high heat and brown the lean beef mince for 6–8 minutes, breaking it up until there is no pink. Add the onion and cook for 4–5 minutes until softened. Stir in the garlic and mushrooms and cook for another 6–7 minutes until the mushrooms release their moisture and start to brown. Sprinkle in the flour and smoked paprika, and stir well for 1 minute to coat everything. Pour in the low-salt beef stock and tomato paste, add thyme and black pepper, and simmer gently for 5–6 minutes until the sauce thickens. Reduce the heat to low, stir in the Dijon mustard, then whisk the Greek yogurt in gradually so it stays smooth and doesn’t split. Add the cooked pasta to the pan and toss to coat, warming through for 1–2 minutes without boiling. Taste and adjust seasoning lightly, then serve hot with extra pepper if you like.",4,1620,97,58,137,15,10,20,6.5,620,12.5,180,980,1350,10.5,55,70,210,2.5,7,6,260,7.5,0.9,0.9,18,1.7,7,healthy,5.6
gpt54_nano_dinner_165,gpt54_nano,dinner,Beef Stroganoff,Creamy Beef Stroganoff with Mushrooms and Greek Yogurt,"[""450 g lean beef sirloin, sliced"", ""250 g mushrooms, cremini, sliced"", ""1 medium onion, raw, diced"", ""2 cloves garlic, raw, minced"", ""2 tbsp olive oil"", ""2 tbsp plain flour, whole wheat"", ""300 ml low-salt beef stock"", ""150 g 0% Greek yogurt"", ""1 tbsp Dijon mustard"", ""1 tbsp tomato paste"", ""1 tsp smoked paprika"", ""1/2 tsp black pepper, ground"", ""1/2 tsp salt"", ""250 g wholegrain egg noodles, dry"", ""1 tbsp fresh parsley, chopped""]","Heat 1 tbsp olive oil in a large skillet or sauté pan over medium-high heat. Add the sliced beef in a single layer and sear for 3–4 minutes, stirring occasionally, until browned; remove the beef to a plate. Add the remaining 1 tbsp olive oil, then cook the onion for 4–5 minutes until softened. Stir in the garlic and mushrooms and cook for 6–8 minutes, until the mushrooms release their moisture and it mostly evaporates. Sprinkle in the whole wheat flour and cook for 1 minute, stirring to coat everything. Pour in the low-salt beef stock while stirring, then add Dijon mustard, tomato paste, smoked paprika, salt, and black pepper. Simmer gently for 4–6 minutes until the sauce thickens. Lower the heat to low and stir in the Greek yogurt, mixing until smooth; avoid boiling. Return the beef to the pan and warm through for 2 minutes. Meanwhile, cook the wholegrain egg noodles according to package instructions in salted water, then drain. Toss the noodles with the stroganoff sauce, garnish with chopped parsley, and serve hot.",4,1260,105,46,95,13,9,16,4.8,460,10.5,130,740,1200,8.8,18,50,120,2.5,3.4,8,240,9.8,0.9,0.9,17,0.9,8,healthy,4
gpt54_nano_dinner_166,gpt54_nano,dinner,Beef Tenderloin,Herb-Roasted Beef Tenderloin with Garlic-Lemon Green Beans and Brown Rice,"[""500 g beef tenderloin, trimmed"", ""300 g brown rice, dry"", ""500 g green beans"", ""200 g cherry tomatoes"", ""2 tbsp olive oil"", ""1 tbsp Dijon mustard"", ""2 cloves garlic"", ""1 pc lemon, whole"", ""1 tsp dried thyme"", ""1 tsp black pepper, ground"", ""10 g sea salt""]","Heat the oven to 220°C. Rinse the green beans and pat them dry, then halve the cherry tomatoes and mince the garlic. Mix the olive oil, Dijon mustard, minced garlic, lemon zest and juice, dried thyme, black pepper, and 6 g of the sea salt into a thick paste. Rub the beef tenderloin all over with the paste, then place it on a roasting tray and roast for 18–24 minutes, until the thickest part reaches your preferred doneness (about 54–58°C for medium-rare). While the beef roasts, cook the brown rice according to the package directions using 10 g of salt for the cooking water. Add the green beans and tomatoes to the rice for the final 6–8 minutes of cooking so they steam through and stay bright. Let the beef rest for 10 minutes, slice it, and serve with the garlic-lemon rice and vegetables. Taste and adjust seasoning with the remaining 4 g sea salt if needed.",4,3350,226,168,202,53,21,24,10,240,20,520,1860,2120,23,10,120,420,0,10,130,520,12,1.1,0.8,33,1.7,8,moderate,4
gpt54_nano_dinner_167,gpt54_nano,dinner,Beef Tenderloin,Pepper-Crusted Beef Tenderloin with Garlic Herb Vegetables,"[""500 g beef tenderloin"", ""1 tbsp olive oil"", ""2 tsp Dijon mustard"", ""2 tsp wholegrain mustard"", ""1 tsp black pepper, ground"", ""1 tsp sea salt"", ""3 cloves garlic"", ""400 g carrots"", ""300 g zucchini"", ""250 g cherry tomatoes"", ""1 tbsp fresh thyme"", ""2 dl low-sodium beef stock"", ""1 tbsp lemon juice"", ""10 g cornstarch""]","Pat the beef tenderloin dry, then rub it all over with olive oil, Dijon mustard, wholegrain mustard, ground black pepper, and sea salt. Heat a heavy skillet over high heat until very hot, then sear the tenderloin for 2 minutes per side to form a dark crust. Turn the heat down to medium and continue cooking for about 6–10 minutes, turning occasionally, until the center reaches your preferred doneness. Remove the beef to a plate and let it rest while you cook the vegetables. In the same skillet, add the chopped garlic and sauté for 30–45 seconds until fragrant. Add carrots cut into sticks and cook for 6–7 minutes, then add zucchini and cook for another 4–5 minutes. Add cherry tomatoes, thyme, and low-sodium beef stock, and simmer for 3–4 minutes until the vegetables are glossy and tender. Stir lemon juice through the sauce, then whisk cornstarch with 1 tablespoon cold water and stir it into the simmering pan until the sauce lightly thickens. Slice the rested beef and serve with the garlic herb vegetables and the reduced pan sauce.",4,1470,126,78,46,23,17,18,6.2,155,12.5,198,960,1280,11.8,8,62,1380,0,7.5,52,170,7.2,0.9,0.6,25,0.9,7,moderate,4
gpt54_nano_dinner_168,gpt54_nano,dinner,Beef Tenderloin,Herb-Roasted Beef Tenderloin with Garlic Lemon Asparagus and Sweet Potato,"[""600 g beef tenderloin, trimmed"", ""250 g sweet potato, peeled and cut into 2 cm cubes"", ""300 g asparagus, trimmed"", ""20 g olive oil"", ""10 g fresh garlic, minced"", ""15 ml lemon juice"", ""5 g fresh rosemary, chopped"", ""2 g black pepper, ground"", ""3 g sea salt"", ""150 g low-fat Greek yogurt, plain 2%""]","Preheat your oven to 200°C. Toss the sweet potato cubes with 10 g olive oil, half the minced garlic, half the rosemary, 1 g of salt, and 1 g of black pepper, then spread on a baking tray and roast for 20 minutes. Meanwhile, heat a large oven-safe skillet over high heat and pat the beef tenderloin dry. Rub the tenderloin with the remaining rosemary, the remaining garlic, 1 g salt, and 1 g black pepper, then sear in the hot skillet for 2–3 minutes per side until browned. After the sweet potatoes have roasted for 20 minutes, add the tenderloin to the tray (or transfer the skillet to the oven) and roast until the thickest part reaches 54–56°C for medium-rare, about 10–14 minutes more. In the last 8 minutes of cooking, toss the asparagus with 10 ml lemon juice and 10 g olive oil, then place it on the tray to roast until bright green and tender-crisp. Stir the Greek yogurt with the remaining lemon juice, a pinch of salt (0.5 g), and black pepper. Rest the beef for 8 minutes, then slice and serve with the roasted sweet potato, asparagus, and a spoonful of lemon-herb yogurt on the side.",4,1680,154,73,77,17,16,18,9,360,10.5,230,1150,1950,14.5,12,95,520,2.2,9.5,30,210,8.5,0.6,0.9,26,0.95,8,healthy,5.2
gpt54_nano_dinner_169,gpt54_nano,dinner,Beef Tenderloin,Herb-Crusted Beef Tenderloin with Garlic Lemon Greens,"[""600 g beef tenderloin, trimmed"", ""1 tbsp olive oil"", ""2 g sea salt"", ""1 g black pepper, ground"", ""10 g fresh rosemary, finely chopped"", ""8 g fresh thyme, finely chopped"", ""4 cloves garlic, fresh"", ""1 dl lemon juice"", ""20 g Dijon mustard"", ""500 g broccoli florets"", ""300 g baby spinach"", ""150 g cherry tomatoes"", ""15 ml balsamic vinegar""]","Pat the beef tenderloin dry and rub it with olive oil, sea salt, black pepper, rosemary, thyme, and crushed garlic. Mix the lemon juice with the Dijon mustard, then brush a thin layer over the meat. Sear the tenderloin in a hot pan over high heat for 2 minutes per side until nicely browned. Transfer to a preheated oven at 200°C and roast for about 15–20 minutes, until the center reaches your preferred doneness (for medium-rare, it should feel springy and be about 55–57°C in the thickest part). While the beef roasts, steam the broccoli for 5–7 minutes until bright green and tender-crisp. In the same pan, warm the balsamic vinegar, then sauté the cherry tomatoes for 2–3 minutes and fold in the spinach until just wilted. When the beef is done, rest it for 8–10 minutes, then slice and serve with the garlic lemon greens and any resting juices from the meat over the vegetables.",4,1120,98,54,43,14,18,12,2,160,11,95,650,1250,13,10,65,920,0.6,5,115,95,6.5,0.9,0.6,19,0.9,8,healthy,5
gpt54_nano_dinner_170,gpt54_nano,dinner,Beef Tenderloin,Herb-Roasted Beef Tenderloin with Lemon-Garlic Asparagus and Quinoa,"[""600 g beef tenderloin, trimmed"", ""2 tbsp olive oil"", ""300 g quinoa, dry"", ""600 ml vegetable stock, low salt"", ""300 g asparagus, trimmed"", ""250 g cherry tomatoes"", ""2 clove garlic"", ""1 pc lemon, zest and juice"", ""15 g fresh parsley, chopped"", ""5 g dried thyme"", ""6 g fine salt"", ""3 g black pepper""]","Heat the oven to 220°C. Rinse the quinoa and then add it to a pot with the vegetable stock; bring to a boil, reduce to a gentle simmer, cover, and cook for 15 minutes until the grains are tender and the liquid is absorbed. Meanwhile, pat the beef tenderloin dry and rub it with 1 tbsp olive oil, half the lemon zest, thyme, black pepper, and 2 g of the salt. Heat a hot skillet with the remaining 1 tbsp olive oil and sear the tenderloin for 2 minutes per side until browned, then transfer it to a roasting tray and roast for about 15–20 minutes, until the thickest part reaches your preferred doneness (aim for 55–60°C for medium-rare; check with a thermometer). Let the beef rest for 10 minutes while you roast the vegetables: toss asparagus and cherry tomatoes with garlic (minced), lemon juice, parsley, and 1 g salt, then roast for 12–15 minutes at 220°C until the asparagus is tender-crisp and the tomatoes burst. Stir the remaining lemon zest into the cooked quinoa and loosen with a splash of hot water if needed. Slice the beef and serve with quinoa and roasted asparagus and tomatoes.",4,1740,124,64,149,20,11,22,8,160,12,314,1260,1050,15,10,155,360,0.9,7,55,260,8.5,0.9,0.5,22,0.9,8,healthy,5.2
